Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
22301;Chausson - Gabriel Péri;OUI;22;17;5;0;5;OUI;OUI;2020-03-29T18:35:39+02:00;48.9218910035,2.29523062706;Gennevilliers;
2015;Louis le Grand - Italiens;OUI;33;26;7;3;4;OUI;OUI;2020-03-29T18:30:53+02:00;48.8705089372,2.33405446194;Paris;
5122;Saint-Michel - Luxembourg;NON;0;0;0;0;0;NON;NON;2019-03-20T15:39:32+01:00;48.845,2.339787;Paris;
20029;Frères Flavien - Porte des Lilas;OUI;23;21;2;0;2;OUI;OUI;2020-03-29T18:33:44+02:00;48.8780992764,2.41104629853;Paris;
2005;Montmartre - Etienne Marcel;OUI;16;9;8;8;0;OUI;OUI;2020-03-29T18:31:54+02:00;48.8650219458,2.34506844014;Paris;
19012;Lally-Tollendal - Armand Carrel;OUI;28;22;6;1;5;OUI;OUI;2020-03-29T18:33:38+02:00;48.8827006622,2.37471755594;Paris;
21507;Gardenat-Lapostol - Velettes;OUI;20;16;4;3;1;OUI;OUI;2020-03-29T18:31:48+02:00;48.87387,2.224185;Suresnes;
2012;Choiseul - Quatre Septembre;OUI;44;36;7;6;1;OUI;OUI;2020-03-29T18:34:00+02:00;48.8699355332,2.33599752188;Paris;
44001;Quai Jules Guesde - Saint-Simon;NON;30;30;0;0;0;NON;NON;2019-05-21T11:16:20+02:00;48.8039148722,2.40896616203;Vitry-sur-Seine;
4007;Place de la Bastille - Bourdon;NON;0;0;0;0;0;NON;NON;2019-01-09T11:07:23+01:00;48.8524992,2.3681359;Paris;
2016;Aboukir - Alexandrie;OUI;21;16;6;5;1;OUI;OUI;2020-03-29T18:38:12+02:00;48.8686834444,2.35020432695;Paris;
13038;Choisy - Malmaisons;OUI;25;19;6;1;5;OUI;OUI;2020-03-29T18:33:34+02:00;48.821919703,2.36334688341;Paris;
14134;Château - Place de Catalogne;OUI;33;24;7;2;5;OUI;OUI;2020-03-29T18:34:00+02:00;48.8368139281,2.31866911054;Paris;
1026;Place du Lieutenant Henri Karcher;OUI;30;22;8;8;0;OUI;OUI;2020-03-29T18:32:15+02:00;48.8634908717,2.34006710351;Paris;
27001;Square Victor Basch;OUI;20;11;9;5;4;OUI;OUI;2020-03-29T18:33:46+02:00;48.9143048623,2.22891569138;Colombes;
12157;Fabre d'Eglantine - Place de la Nation;OUI;68;43;25;14;11;OUI;OUI;2020-03-29T18:37:17+02:00;48.8471116,2.3956204;Paris;
21119;Belfort - Victor Hugo;OUI;24;18;6;3;3;OUI;OUI;2020-03-29T18:34:24+02:00;48.9018492,2.3172724;Clichy;
13006;Duméril - Jeanne d'Arc;OUI;41;21;20;14;6;OUI;OUI;2020-03-29T18:36:14+02:00;48.8381516081,2.35710844956;Paris;
19119;Edouard Pailleron - Bouret;OUI;27;24;3;1;2;OUI;OUI;2020-03-29T18:32:53+02:00;48.8805976941,2.37694948912;Paris;
16025;Jean de la Fontaine - Boulainvilliers;OUI;69;45;24;14;10;OUI;OUI;2020-03-29T18:38:14+02:00;48.8526479146,2.27586641908;Paris;
20005;Reynaldo Hahn - Lagny;OUI;19;8;11;8;3;OUI;OUI;2020-03-29T18:36:48+02:00;48.8492660436,2.41233032884;Paris;
19001;Crimée - Ourcq;OUI;56;50;4;2;2;OUI;OUI;2020-03-29T18:37:24+02:00;48.8941041403,2.37294608847;Paris;
15026;Bir Hakeim;OUI;33;15;18;11;7;OUI;OUI;2020-03-29T18:34:31+02:00;48.8538440543,2.28970534822;Paris;
44017;Jules Guesde - Pont du Port à l'Anglais;OUI;30;18;12;0;12;OUI;OUI;2020-03-29T18:35:59+02:00;48.7962880709,2.41721212864;Vitry-sur-Seine;
6029;Vaugirard - Monsieur le Prince;OUI;26;23;3;1;2;OUI;OUI;2020-03-29T18:32:11+02:00;48.8489514416,2.34113294631;Paris;
16110;Octave Feuillet - Albéric Magnard;OUI;21;11;10;5;5;OUI;OUI;2020-03-29T18:35:03+02:00;48.8610690295,2.27302830666;Paris;
9038;Douai - Bruxelles;OUI;27;26;1;0;1;OUI;OUI;2020-03-29T18:34:57+02:00;48.8832078412,2.3308449949;Paris;
12151;Gare de Lyon - Place Louis Armand;OUI;60;36;24;15;9;OUI;OUI;2020-03-29T18:36:23+02:00;48.8455150898,2.37264984463;Paris;
31009;Place Du Général De Gaulle;OUI;26;17;9;4;5;OUI;OUI;2020-03-29T18:35:31+02:00;48.8687591,2.4329931;Montreuil;
8034;Berri - Haussmann;OUI;35;23;12;11;1;OUI;OUI;2020-03-29T18:32:25+02:00;48.8747460474,2.3082953319;Paris;
19101;Square Simon Bolivar;OUI;24;22;2;0;2;OUI;OUI;2020-03-29T18:35:04+02:00;48.8750898883,2.38263040781;Paris;
43008;Fontenay - Libération;OUI;25;12;13;7;6;OUI;OUI;2020-03-29T18:35:21+02:00;48.8478030636,2.44514197111;Vincennes;
44006;Concorde - Stalingrad;OUI;35;23;12;2;10;OUI;OUI;2020-03-29T18:35:46+02:00;48.7985844,2.3821302;Vitry-sur-Seine;
15105;Fédération - Suffren;OUI;25;15;10;6;4;OUI;OUI;2020-03-29T18:36:09+02:00;48.8528281534,2.29787763208;Paris;
44003;Gabriel Péri - Danielle Casanova;OUI;20;14;6;3;3;OUI;OUI;2020-03-29T18:34:46+02:00;48.790114,2.4025777;Vitry-sur-Seine;
16108;Sablons - Georges Mandel;OUI;38;35;3;2;1;OUI;OUI;2020-03-29T18:34:57+02:00;48.863875,2.28189;Paris;
21104;Madame de Sanzillon - Mozart;OUI;22;8;13;13;0;OUI;OUI;2020-03-29T18:36:48+02:00;48.9037982077,2.31874018908;Clichy;
19016;Hautpoul - Jean Jaurès;OUI;32;27;5;1;4;OUI;OUI;2020-03-29T18:37:09+02:00;48.8863936794,2.38654145444;Paris;
23009;Anatole France - Louise Michel;OUI;50;34;16;15;1;OUI;OUI;2020-03-29T18:32:26+02:00;48.8887321493,2.28815764189;Levallois-Perret;
20026;Gambetta - Hôpital Tenon;OUI;35;9;25;10;15;OUI;OUI;2020-03-29T18:37:49+02:00;48.867925154,2.40097662355;Paris;
15126;Ernest Renan - Parc des Expositions;OUI;50;26;24;24;0;OUI;OUI;2020-03-29T18:38:21+02:00;48.8308975701,2.2853584215;Paris;
15017;Place Falguière;OUI;23;22;1;1;0;OUI;OUI;2020-03-29T18:37:57+02:00;48.8362997394,2.31044646353;Paris;
10005;Petites Ecuries - Faubourg Poissonnière;OUI;18;7;11;9;2;OUI;OUI;2020-03-29T18:34:11+02:00;48.8739721724,2.3483887575;Paris;
17007;Navier - Epinettes;OUI;36;20;16;14;2;OUI;OUI;2020-03-29T18:34:15+02:00;48.8958778077,2.32267767191;Paris;
22005;Charles de Gaulle - Madrid;OUI;22;19;3;1;2;OUI;OUI;2020-03-29T18:36:11+02:00;48.8844322704,2.26080447435;Neuilly-sur-Seine;
35017;Toffier Decaux - Cartier Bresson;OUI;15;12;3;0;3;OUI;OUI;2020-03-29T18:31:50+02:00;48.9016507255,2.40175455809;Pantin;
14112;Méchain - Faubourg Saint-Jacques;OUI;16;12;4;0;4;OUI;OUI;2020-03-29T18:34:06+02:00;48.835867721,2.33798034198;Paris;
21001;Transvaal - Charles de Gaulle;OUI;27;13;13;7;6;OUI;OUI;2020-03-29T18:38:15+02:00;48.8482804036,2.23734201209;Boulogne-Billancourt;
19041;Belleville - Pyrénées;OUI;42;41;1;0;1;OUI;OUI;2020-03-29T18:31:59+02:00;48.8741908,2.3860039;Paris;
15107;Palais des Sports;OUI;22;9;13;13;0;OUI;OUI;2020-03-29T18:37:32+02:00;48.8334685174,2.28587206453;Paris;
31013;Centenaire - Sorins;OUI;45;37;8;5;3;OUI;OUI;2020-03-29T18:29:40+02:00;48.8585352336,2.42735087872;Montreuil;
14116;Romain Rolland;OUI;25;15;10;4;6;OUI;OUI;2020-03-29T18:29:03+02:00;48.8202152297,2.32341442344;Montrouge;
6014;Pont de Lodi - Dauphine;OUI;26;14;12;9;3;OUI;OUI;2020-03-29T18:36:53+02:00;48.8552968986,2.33994730757;Paris;
41206;Place des Larris;OUI;34;24;10;4;6;OUI;OUI;2020-03-29T18:36:39+02:00;48.8568363,2.4780236;Fontenay-sous-Bois;
15061;Square Desnouettes;OUI;22;6;16;6;10;OUI;OUI;2020-03-29T18:35:24+02:00;48.8347683793,2.28414229739;Paris;
42029;Stalingrad - Germaine Tailleferre;NON;0;0;0;0;0;NON;NON;2019-10-10T11:19:00+02:00;48.8031779805,2.37819468018;Ivry-sur-Seine;
10026;Gare de l'Est - Chateau Landon;OUI;59;55;3;0;3;OUI;OUI;2020-03-29T18:36:41+02:00;48.879305,2.362424;Paris;
22002;Argenson - Château;OUI;25;8;17;14;3;OUI;OUI;2020-03-29T18:35:20+02:00;48.8885593147,2.26420015097;Neuilly-sur-Seine;
19124;Alexander Fleming - Belvédère;OUI;31;17;14;12;2;OUI;OUI;2020-03-29T18:30:02+02:00;48.881790642,2.40305993776;Paris;
14113;Santé - Arago;OUI;38;25;13;7;6;OUI;OUI;2020-03-29T18:36:10+02:00;48.8350765756,2.3415737262;Paris;
19025;Botzaris - Crimée;OUI;21;19;2;0;2;OUI;OUI;2020-03-29T18:34:35+02:00;48.8795969869,2.38879133375;Paris;
5034;Censier - Santeuil;OUI;69;51;18;17;1;OUI;OUI;2020-03-29T18:35:04+02:00;48.8406589214,2.35375240445;Paris;
11109;Pierre Levée - Fontaine Timbaud;OUI;23;1;22;20;2;OUI;OUI;2020-03-29T18:37:12+02:00;48.8663272337,2.37111635506;Paris;
42701;Charles Gide - Fort de Bicêtre;OUI;30;14;15;13;2;OUI;OUI;2020-03-29T18:38:14+02:00;48.8071937957,2.35398441553;Le Kremlin-Bicêtre;
11021;Charonne - Pierre Bayle;OUI;23;21;2;1;1;OUI;OUI;2020-03-29T18:32:27+02:00;48.8584450543,2.39039812239;Paris;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;35;6;4;2;OUI;OUI;2020-03-29T18:38:16+02:00;48.8276491024,2.32619673014;Paris;
44009;Gare RER les Ardoines;NON;49;49;0;0;0;NON;NON;2019-05-17T09:28:29+02:00;48.7838563635,2.40790937175;Vitry-sur-Seine;
11017;Charonne - Bureau;OUI;47;44;3;2;1;OUI;OUI;2020-03-29T18:33:21+02:00;48.854176,2.396093;Paris;
21501;Pont de Suresnes;OUI;52;48;4;0;4;OUI;OUI;2020-03-29T18:38:05+02:00;48.8674150923,2.22589466796;Suresnes;
7109;Place Joffre - Frédéric le Play;OUI;38;33;5;3;2;OUI;OUI;2020-03-29T18:35:13+02:00;48.8537544869,2.30442423373;Paris;
3102;Bourg l'Abbé - Saint-Martin;OUI;42;24;18;15;3;OUI;OUI;2020-03-29T18:38:01+02:00;48.8639333195,2.3524062708;Paris;
14026;Plantes - Moulin Vert;OUI;45;28;17;5;12;OUI;OUI;2020-03-29T18:38:06+02:00;48.8300575531,2.32323020697;Paris;
16036;Porte Molitor;OUI;60;47;13;10;3;OUI;OUI;2020-03-29T18:32:55+02:00;48.8452476351,2.25690152496;Paris;
42505;Charles Frérot - Albert Guilpin;OUI;30;19;11;8;3;OUI;OUI;2020-03-29T18:34:22+02:00;48.8155839184,2.35050290823;Gentilly;
8031;Jean Mermoz - Champs-Elysées;OUI;33;10;23;16;7;OUI;OUI;2020-03-29T18:36:57+02:00;48.8696898569,2.31073245406;Paris;
44014;Camille Risch - Paul Armangot;OUI;25;20;5;4;1;OUI;OUI;2020-03-29T18:37:14+02:00;48.774703,2.373685;Vitry-sur-Seine;
47003;Charentonneau - Maisons Alfort;OUI;20;10;10;5;5;OUI;OUI;2020-03-29T18:37:49+02:00;48.8099329805,2.4432884565;Maisons-Alfort;
16013;Mairie du 16ème;OUI;35;31;4;4;0;OUI;OUI;2020-03-29T18:34:15+02:00;48.8639368485,2.27659530938;Paris;
32013;Université;OUI;24;15;9;2;7;OUI;OUI;2020-03-29T18:32:34+02:00;48.9456343095,2.363829799;Saint-Denis;
31709;Place de la Fraternité;OUI;22;17;5;1;4;OUI;OUI;2020-03-29T18:32:03+02:00;48.8571640584,2.42284744978;Montreuil;
12020;Cours de Vincennes - Soult;OUI;45;35;10;7;3;OUI;OUI;2020-03-29T18:38:17+02:00;48.8469187616,2.4105220288;Paris;
1018;Alger - Rivoli;OUI;21;14;6;4;2;OUI;OUI;2020-03-29T18:36:38+02:00;48.8647735535,2.32944939361;Paris;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;14;12;3;9;OUI;OUI;2020-03-29T18:34:13+02:00;48.8978712501,2.33352184296;Paris;
10201;Magenta - Chabrol;OUI;24;18;6;2;4;OUI;OUI;2020-03-29T18:34:29+02:00;48.8764953509,2.35609900206;Paris;
45004;République - Louis Loucheur;OUI;37;15;22;16;6;OUI;OUI;2020-03-29T18:34:41+02:00;48.8235492612,2.51018654555;Champigny-sur-Marne;
42022;Gare RER - Maurice Grandcoing;OUI;37;24;13;8;5;OUI;OUI;2020-03-29T18:36:25+02:00;48.813881,2.392429;Ivry-sur-Seine;
11022;Roquette - Auguste Laurent;OUI;16;3;12;8;4;OUI;OUI;2020-03-29T18:37:33+02:00;48.858001906,2.38179770265;Paris;
15012;Cambronne - Mademoiselle;OUI;67;36;31;27;4;OUI;OUI;2020-03-29T18:35:51+02:00;48.84327733,2.30230766886;Paris;
18016;Francoeur - Caulaincourt;OUI;34;25;9;2;7;OUI;OUI;2020-03-29T18:33:48+02:00;48.889994441,2.34252970666;Paris;
22014;Victor Hugo - Bineau;OUI;25;23;2;1;1;OUI;OUI;2020-03-29T18:37:40+02:00;48.8875822589,2.27838903666;Neuilly-sur-Seine;
6004;Regard - Rennes;OUI;46;34;11;8;3;OUI;OUI;2020-03-29T18:35:27+02:00;48.847385405,2.32685554773;Paris;
8039;Colisée - Champs-Elysées;OUI;24;2;9;9;0;OUI;OUI;2020-03-29T18:37:16+02:00;48.8704753994,2.30761907995;Paris;
41301;Bois de Vincennes - Gare;OUI;50;29;21;14;7;OUI;OUI;2020-03-29T18:36:04+02:00;48.8360222429,2.47083399508;Nogent-sur-Marne;
7003;Square Boucicaut;OUI;60;52;7;5;2;OUI;OUI;2020-03-29T18:31:48+02:00;48.8512964337,2.32506182045;Paris;
43002;Lagny - Victor Basch;OUI;26;8;18;7;11;OUI;OUI;2020-03-29T18:34:38+02:00;48.8488414719,2.42632541893;Vincennes;
43009;Place Jean-Spire-Lemaître;OUI;50;26;25;21;4;OUI;OUI;2020-03-29T18:36:58+02:00;48.8468428627,2.45206207037;Vincennes;
7014;Saint-François-Xavier;OUI;42;21;21;17;4;OUI;OUI;2020-03-29T18:35:33+02:00;48.8515448477,2.31461495161;Paris;
10016;Récollets - Square Villemin;OUI;17;9;8;6;2;OUI;OUI;2020-03-29T18:35:25+02:00;48.8750346559,2.3598012386;Paris;
19044;Grands Moulins de Pantin;OUI;50;32;18;15;3;OUI;OUI;2020-03-29T18:33:50+02:00;48.8973836972,2.39599853754;Paris;
7101;Raspail - Chomel;OUI;49;44;5;3;2;OUI;OUI;2020-03-29T18:37:39+02:00;48.8522331643,2.32665807009;Paris;
7002;Vaneau - Sèvres;OUI;35;32;3;0;3;OUI;OUI;2020-03-29T18:28:32+02:00;48.8485632331,2.32042182593;Paris;
42021;Raspail - Manufacture des Oeillets;OUI;32;12;20;8;12;OUI;OUI;2020-03-29T18:38:20+02:00;48.8094458,2.3903009;Ivry-sur-Seine;
35020;Marcelle - Thalie;OUI;20;17;3;0;3;OUI;OUI;2020-03-29T18:38:21+02:00;48.8835462,2.4137883;Pantin;
9116;Victoire - Chaussée d'Antin;OUI;24;14;9;6;3;OUI;OUI;2020-03-29T18:37:42+02:00;48.875065791,2.33167380095;Paris;
43005;Gare RER de Vincennes;OUI;51;38;13;3;10;OUI;OUI;2020-03-29T18:35:47+02:00;48.8475630151,2.43338316679;Vincennes;
19032;Villette - Belleville;OUI;48;32;16;12;4;OUI;OUI;2020-03-29T18:31:49+02:00;48.8726877314,2.37646132708;Paris;
12013;Montgallet - Reuilly;OUI;16;8;8;7;1;OUI;OUI;2020-03-29T18:34:34+02:00;48.844291,2.3896481;Paris;
7112;Quai d'Orsay - Invalides;OUI;18;0;0;0;0;NON;NON;2020-03-03T09:38:37+01:00;48.8630969001,2.31698962102;Paris;
32010;Place aux Étoiles;OUI;40;32;8;7;1;OUI;OUI;2020-03-29T18:36:09+02:00;48.9183562941,2.35234256834;Saint-Denis;
92003;Chanzy - Sud-Est;OUI;25;17;8;7;1;OUI;OUI;2020-03-29T18:33:46+02:00;48.8889120377,2.19563215971;Nanterre;
8055;Courcelles - Place des Ternes;OUI;31;25;6;4;2;OUI;OUI;2020-03-29T18:34:19+02:00;48.8781999289,2.29928601887;Paris;
31702;Pierre et Marie Curie - Julien Grimau;OUI;18;17;1;0;1;OUI;OUI;2020-03-29T18:34:49+02:00;48.8707140149,2.4240970239;Bagnolet;
12024;Gare de Bercy;OUI;35;10;25;22;3;OUI;OUI;2020-03-29T18:38:17+02:00;48.8397945739,2.38260660321;Paris;
42023;Place Léon Gambetta;OUI;26;12;14;9;5;OUI;OUI;2020-03-29T18:36:28+02:00;48.8146125024,2.40292936563;Ivry-sur-Seine;
21308;Bara - Henri Farman;OUI;36;27;9;9;0;OUI;OUI;2020-03-29T18:30:07+02:00;48.8332180275,2.26775676012;Issy-les-Moulineaux;
42503;Vladimir Ilitch Lénine - Andrée Chedid;OUI;31;28;3;2;1;OUI;OUI;2020-03-29T18:31:22+02:00;48.8131995,2.33214586973;Arcueil;
19037;Belleville - Porte des Lilas;OUI;32;31;1;0;1;OUI;OUI;2020-03-29T18:35:55+02:00;48.8766039189,2.40476969113;Paris;
15038;Place Adolphe Cherioux - Vaugirard;OUI;63;54;9;9;0;OUI;OUI;2020-03-29T18:34:07+02:00;48.839594428,2.30106577277;Paris;
51003;Hôtel de Ville d'Argenteuil;OUI;30;21;10;4;6;OUI;OUI;2020-03-29T18:34:35+02:00;48.946504,2.2496396;Argenteuil;
31703;Sadi Carnot - François Mitterrand;OUI;27;27;0;0;0;OUI;OUI;2020-03-29T18:32:08+02:00;48.8753268767,2.4241617322;Bagnolet;
16015;Bassano -  Iéna;OUI;15;2;13;8;5;OUI;OUI;2020-03-29T18:35:38+02:00;48.8681445105,2.29614960099;Paris;
15070;Balard - Montagne de la Fage;OUI;36;31;5;0;5;OUI;OUI;2020-03-29T18:37:57+02:00;48.8385074033,2.27828711271;Paris;
12107;Diderot - Pierre Bourdan;OUI;21;6;13;5;8;OUI;OUI;2020-03-29T18:34:24+02:00;48.8476486208,2.39025827497;Paris;
15003;Gare Montparnasse - Vaugirard;OUI;66;66;0;0;0;NON;NON;2020-03-29T18:34:21+02:00;48.8418071799,2.3195100269;Paris;
18135;Ney - Porte de Montmartre;OUI;25;13;12;2;10;OUI;OUI;2020-03-29T18:35:29+02:00;48.897918,2.3364872;Paris;
4109;Mornay - Sully;OUI;15;6;9;6;3;OUI;OUI;2020-03-29T18:33:28+02:00;48.8497039955,2.36446078867;Paris;
14127;Odessa - Départ;OUI;39;20;19;4;15;OUI;OUI;2020-03-29T18:37:37+02:00;48.8428855901,2.32442814857;Paris;
13110;Moulin de la Pointe;OUI;22;14;8;3;5;OUI;OUI;2020-03-29T18:37:31+02:00;48.8209294605,2.35631793737;Paris;
4107;Beaumarchais - Pas de la Mule;OUI;18;7;11;8;3;OUI;OUI;2020-03-29T18:30:26+02:00;48.855580507,2.36843336734;Paris;
44103;Pont De Charenton;OUI;18;7;11;2;9;OUI;OUI;2020-03-29T18:35:17+02:00;48.8179685,2.4199531;Saint-Maurice;
10110;Louis Blanc - Jemmapes;OUI;31;19;12;7;5;OUI;OUI;2020-03-29T18:37:20+02:00;48.8793307553,2.36844856292;Paris;
42304;Marc Sangnier - Division Leclerc;OUI;24;16;8;5;3;OUI;OUI;2020-03-29T18:31:52+02:00;48.7859965231,2.3299555108;Cachan;
25001;Colmar - Victor Hugo;OUI;32;19;13;7;6;OUI;OUI;2020-03-29T18:34:43+02:00;48.886522511,2.1739609167;Rueil-Malmaison;
22015;Île de la Jatte;OUI;23;19;4;2;2;OUI;OUI;2020-03-29T18:31:49+02:00;48.8940361613,2.26663392037;Neuilly-sur-Seine;
4021;Centre Georges Pompidou;OUI;26;14;12;9;3;OUI;OUI;2020-03-29T18:37:06+02:00;48.861419,2.352581;Paris;
27005;Gare du Stade;OUI;20;17;3;1;2;OUI;OUI;2020-03-29T18:30:19+02:00;48.9312676,2.2603778;Colombes;
13009;Auguste Blanqui - Corvisart;OUI;26;18;8;6;2;OUI;OUI;2020-03-29T18:36:36+02:00;48.8300989,2.3502726;Paris;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;26;8;5;3;OUI;OUI;2020-03-29T18:30:01+02:00;48.8462989907,2.47242037207;Fontenay-sous-Bois;
18039;Jardins d'Eole;OUI;20;13;7;3;4;OUI;OUI;2020-03-29T18:37:06+02:00;48.8869703,2.3668488;Paris;
1007;Turbigo - Française;OUI;16;5;11;8;3;OUI;OUI;2020-03-29T18:36:38+02:00;48.8635885811,2.34777946025;Paris;
15111;Olivier de Serres - Leriche;OUI;25;6;18;10;8;OUI;OUI;2020-03-29T18:32:00+02:00;48.8346022172,2.2957482934;Paris;
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;24;6;2;4;OUI;OUI;2020-03-29T18:38:19+02:00;48.9099933003,2.28823810816;Asnières-sur-Seine;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;15;7;6;1;OUI;OUI;2020-03-29T18:32:03+02:00;48.8629780597,2.34146352857;Paris;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;15;9;2;7;OUI;OUI;2020-03-29T18:34:08+02:00;48.86265538,2.20890373191;Suresnes;
6026;Saint-Placide - Cherche Midi;OUI;66;32;34;29;5;OUI;OUI;2020-03-29T18:36:22+02:00;48.8490535919,2.32531797141;Paris;
42018;Amédée Huon - Fort d'Ivry;OUI;31;22;9;0;9;OUI;OUI;2020-03-29T18:34:11+02:00;48.8051313769,2.3884896934;Ivry-sur-Seine;
32020;Jules Guesdes - Carnot;OUI;16;12;4;3;1;OUI;OUI;2020-03-29T18:32:34+02:00;48.9382816993,2.35089920461;Saint-Denis;
23103;Manufacture Nationale;OUI;28;18;10;8;2;OUI;OUI;2020-03-29T18:36:52+02:00;48.828785141,2.22372226417;Sèvres;
8018;Saint-Augustin;OUI;31;18;13;12;1;OUI;OUI;2020-03-29T18:32:59+02:00;48.8762009747,2.31978625059;Paris;
15041;Franquet - Labrouste;OUI;37;27;10;9;1;OUI;OUI;2020-03-29T18:30:11+02:00;48.8328770501,2.30676278472;Paris;
10003;Hauteville - Bonne Nouvelle;OUI;17;1;16;13;3;OUI;OUI;2020-03-29T18:34:51+02:00;48.8707743602,2.34964963683;Paris;
20012;Buzenval - Vignoles;OUI;17;12;5;2;3;OUI;OUI;2020-03-29T18:35:26+02:00;48.8538581717,2.40000408143;Paris;
11029;Ménilmontant - Oberkampf;OUI;40;22;17;12;5;OUI;OUI;2020-03-29T18:31:23+02:00;48.8666176587,2.38301344042;Paris;
13008;Place d'Italie - Soeur Rosalie;OUI;52;42;9;7;2;OUI;OUI;2020-03-29T18:34:58+02:00;48.8319085204,2.35469434481;Paris;
11018;Saint-Maur - République;OUI;38;36;2;1;1;OUI;OUI;2020-03-29T18:34:45+02:00;48.8641858615,2.37831741571;Paris;
19123;Metz - Marne;OUI;33;22;11;2;9;OUI;OUI;2020-03-29T18:37:40+02:00;48.891163,2.3865705;Paris;
12017;Saint-Mandé - Docteur Arnold Netter;OUI;39;7;32;26;6;OUI;OUI;2020-03-29T18:38:02+02:00;48.8446258577,2.40494638681;Paris;
47007;Liberté - Vert-de-Maisons;OUI;20;10;10;8;2;OUI;OUI;2020-03-29T18:38:13+02:00;48.7901478096,2.43286281824;Maisons-Alfort;
10115;Granges aux Belles;OUI;27;14;12;10;2;OUI;OUI;2020-03-29T18:37:54+02:00;48.8761373391,2.36808449794;Paris;
17040;Pereire - Ternes;OUI;48;37;11;5;6;OUI;OUI;2020-03-29T18:36:31+02:00;48.8797395483,2.28801213205;Paris;
19026;Place de Rhin et Danube;OUI;17;16;1;1;0;OUI;OUI;2020-03-29T18:32:56+02:00;48.8819276586,2.39258676767;Paris;
16039;Exelmans - Versailles;OUI;49;29;20;12;8;OUI;OUI;2020-03-29T18:38:15+02:00;48.8409749109,2.26439025253;Paris;
20131;Repos - Cimetière du Père Lachaise;OUI;33;14;19;12;7;OUI;OUI;2020-03-29T18:33:14+02:00;48.8593585236,2.38961313668;Paris;
17013;Legendre - Dulong;OUI;23;16;6;2;4;OUI;OUI;2020-03-29T18:34:24+02:00;48.8853251694,2.31642376631;Paris;
17042;Porte Maillot - Pereire;OUI;52;40;12;5;7;OUI;OUI;2020-03-29T18:36:32+02:00;48.877775,2.284444;Paris;
15046;Parc Georges Brassens - Brancion;OUI;29;25;4;2;2;OUI;OUI;2020-03-29T18:36:21+02:00;48.8322782927,2.30225700885;Paris;
21301;Saint-Vincent - Verdun;OUI;34;19;15;7;8;OUI;OUI;2020-03-29T18:28:22+02:00;48.8192115492,2.25400775671;Issy-les-Moulineaux;
32003;Wilson - Métallurgie;OUI;28;21;7;2;5;OUI;OUI;2020-03-29T18:36:10+02:00;48.9094230101,2.35844358802;Saint-Denis;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;14;20;15;5;OUI;OUI;2020-03-29T18:35:42+02:00;48.8521919097,2.37409327179;Paris;
42504;Gare RER de Gentilly;OUI;30;6;24;17;7;OUI;OUI;2020-03-29T18:38:01+02:00;48.8142804504,2.34103471041;Gentilly;
19125;Place de l'Édit de Nantes;OUI;30;16;14;11;3;OUI;OUI;2020-03-29T18:37:22+02:00;48.88879,2.3785;Paris;
11009;Boulets - Voltaire;OUI;24;8;15;9;6;OUI;OUI;2020-03-29T18:36:31+02:00;48.8521870562,2.38903015852;Paris;
8035;Bienfaisance - Place de Narvik;OUI;36;32;4;3;1;OUI;OUI;2020-03-29T18:38:15+02:00;48.8766016346,2.31297712773;Paris;
43402;Place de Verdun;OUI;40;28;12;6;6;OUI;OUI;2020-03-29T18:37:41+02:00;48.8202823,2.473775;Joinville-le-Pont;
15122;Place Charles Vallin;OUI;26;23;3;1;2;OUI;OUI;2020-03-29T18:35:14+02:00;48.835523812,2.30259865522;Paris;
7009;Assemblée Nationale;OUI;63;45;17;10;7;OUI;OUI;2020-03-29T18:37:20+02:00;48.8614110147,2.32012141852;Paris;
17050;Batignolles - Abel Truchet;OUI;28;23;5;4;1;OUI;OUI;2020-03-29T18:37:01+02:00;48.8831039046,2.32383474909;Paris;
12032;Porte Dorée;OUI;36;24;12;8;4;OUI;OUI;2020-03-29T18:38:08+02:00;48.8354337,2.4077132;Paris;
31019;Vincennes - Douy-Delcupe;OUI;38;25;13;6;7;OUI;OUI;2020-03-29T18:32:26+02:00;48.8549369216,2.43604928255;Montreuil;
14122;Colonel Monteil - Brune;OUI;19;18;1;0;1;OUI;OUI;2020-03-29T18:29:29+02:00;48.8265029331,2.30927479983;Paris;
44102;Verdun - Adrien Damalix;OUI;26;10;16;4;12;OUI;OUI;2020-03-29T18:31:19+02:00;48.8222334179,2.42153283209;Saint-Maurice;
15032;Félix Faure - Lourmel;OUI;58;33;25;22;3;OUI;OUI;2020-03-29T18:37:23+02:00;48.8386890171,2.2818081826;Paris;
19040;Belleville - Télégraphe;OUI;41;21;0;0;0;OUI;OUI;2020-03-29T18:31:50+02:00;48.8756045,2.3995549;Paris;
